Ticket,Symbol,Type,Open time,Open price,Size,Close time,Close price,Time in trade,Profit/Loss,Cummulative P/L,Comm/Swap,P/L in money,Cummulative money P/L,P/L in pips,Cummulative pips P/L,P/L in %,Cummulative % P/L,Comment,Sample type
42,WEGE3,Buy,20.09.2024 11:17:40,52.38,100.0,20.09.2024 15:30:00,52.31,4h 12m,-7.0,3496.0,0.0,-7.0,3496.0,-700.0,349600.0,-0.02,12.26,,IS
150,CSAN3,Sell,20.09.2024 15:27:40,12.48,100.0,20.09.2024 15:30:00,12.47,2m 20s,1.0,3497.0,0.0,1.0,3497.0,100.0,349700.0,0.0,12.26,,IS
152,CSAN3,Sell,23.09.2024 10:04:40,12.46,100.0,23.09.2024 15:30:00,12.33,5h 25m,13.0,3510.0,0.0,13.0,3510.0,1300.0,351000.0,0.04,12.3,,IS
164,UNIP6,Sell,23.09.2024 15:00:00,43.81,100.0,23.09.2024 15:30:30,43.67,30m 30s,14.0,3524.0,0.0,14.0,3524.0,1400.0,352400.0,0.05,12.35,,IS
88,BBAS3,Sell,24.09.2024 10:03:00,26.14,100.0,24.09.2024 10:07:40,25.99,4m 40s,15.0,3539.0,0.0,15.0,3539.0,1500.0,353900.0,0.05,12.4,tp 25.99,IS
90,BBAS3,Sell,24.09.2024 10:08:40,26.07,100.0,24.09.2024 11:57:40,25.92,1h 49m,15.0,3554.0,0.0,15.0,3554.0,1500.0,355400.0,0.05,12.45,tp 25.92,IS
26,SUZB3,Sell,24.09.2024 11:20:40,51.69,100.0,24.09.2024 15:30:00,51.62,4h 9m,7.0,3561.0,0.0,7.0,3561.0,700.0,356100.0,0.02,12.47,,IS
92,BBAS3,Sell,24.09.2024 13:06:40,26.02,100.0,24.09.2024 15:30:00,26.0,2h 23m,2.0,3563.0,0.0,2.0,3563.0,200.0,356300.0,0.01,12.48,,IS
154,CSAN3,Sell,24.09.2024 10:03:20,12.38,100.0,24.09.2024 15:30:00,12.72,5h 26m,-34.0,3529.0,0.0,-34.0,3529.0,-3400.0,352900.0,-0.11,12.37,,IS
166,UNIP6,Sell,24.09.2024 13:08:01,44.28,100.0,24.09.2024 15:30:00,44.35,2h 21m,-7.0,3522.0,0.0,-7.0,3522.0,-700.0,352200.0,-0.02,12.34,,IS
28,SUZB3,Sell,25.09.2024 10:03:40,51.58,100.0,25.09.2024 11:18:00,50.88,1h 14m,70.0,3592.0,0.0,70.0,3592.0,7000.0,359200.0,0.23,12.57,tp 50.88,IS
30,SUZB3,Sell,26.09.2024 10:31:40,51.41,100.0,26.09.2024 15:30:00,52.78,4h 58m,-137.0,3455.0,0.0,-137.0,3455.0,-13700.0,345500.0,-0.45,12.12,,IS
168,UNIP6,Sell,26.09.2024 10:03:00,42.96,100.0,26.09.2024 15:30:30,43.45,5h 27m,-49.0,3406.0,0.0,-49.0,3406.0,-4900.0,340600.0,-0.16,11.96,,IS
58,ABEV3,Buy,01.10.2024 10:03:00,12.33,100.0,01.10.2024 12:25:40,12.68,2h 22m,35.0,3441.0,0.0,35.0,3441.0,3500.0,344100.0,0.12,12.08,tp 12.68,IS
60,ABEV3,Buy,01.10.2024 12:25:40,12.73,100.0,01.10.2024 15:30:00,12.66,3h 4m,-7.0,3434.0,0.0,-7.0,3434.0,-700.0,343400.0,-0.02,12.06,,IS
44,EMBR3,Sell,02.10.2024 10:07:00,47.91,100.0,02.10.2024 15:30:00,46.71,5h 23m,120.0,3554.0,0.0,120.0,3554.0,12000.0,355400.0,0.39,12.45,,IS
62,ABEV3,Buy,02.10.2024 10:03:00,12.8,100.0,02.10.2024 15:30:00,12.88,5h 27m,8.0,3562.0,0.0,8.0,3562.0,800.0,356200.0,0.03,12.48,,IS
170,UNIP6,Sell,02.10.2024 13:03:00,42.16,100.0,02.10.2024 15:30:30,41.61,2h 27m,55.0,3617.0,0.0,55.0,3617.0,5500.0,361700.0,0.18,12.66,,IS
44,WEGE3,Buy,03.10.2024 10:03:00,54.28,100.0,03.10.2024 15:30:00,54.05,5h 27m,-23.0,3594.0,0.0,-23.0,3594.0,-2300.0,359400.0,-0.08,12.58,,IS
64,GGBR4,Buy,03.10.2024 10:52:40,18.42,100.0,03.10.2024 15:30:00,18.36,4h 37m,-6.0,3588.0,0.0,-6.0,3588.0,-600.0,358800.0,-0.02,12.56,,IS
64,ABEV3,Buy,03.10.2024 10:03:00,12.66,100.0,03.10.2024 15:30:00,12.61,5h 27m,-5.0,3583.0,0.0,-5.0,3583.0,-500.0,358300.0,-0.02,12.55,,IS
172,UNIP6,Sell,03.10.2024 10:00:00,41.7,100.0,03.10.2024 15:30:00,42.09,5h 30m,-39.0,3544.0,0.0,-39.0,3544.0,-3900.0,354400.0,-0.13,12.42,,IS
46,EMBR3,Sell,04.10.2024 10:39:40,46.44,100.0,04.10.2024 15:30:00,46.29,4h 50m,15.0,3559.0,0.0,15.0,3559.0,1500.0,355900.0,0.05,12.47,,IS
66,ABEV3,Buy,04.10.2024 10:03:40,12.45,100.0,04.10.2024 15:30:00,12.47,5h 26m,2.0,3561.0,0.0,2.0,3561.0,200.0,356100.0,0.01,12.47,,IS
28,RENT3,Sell,07.10.2024 10:07:00,41.69,100.0,07.10.2024 13:22:40,40.59,3h 15m,110.0,3671.0,0.0,110.0,3671.0,11000.0,367100.0,0.36,12.83,tp 40.59,IS
30,RENT3,Sell,07.10.2024 13:22:40,40.59,100.0,07.10.2024 15:30:00,40.71,2h 7m,-12.0,3659.0,0.0,-12.0,3659.0,-1200.0,365900.0,-0.04,12.79,,IS
66,GGBR4,Buy,07.10.2024 10:22:40,18.49,100.0,07.10.2024 15:30:00,18.76,5h 7m,27.0,3686.0,0.0,27.0,3686.0,2700.0,368600.0,0.09,12.88,,IS
68,ABEV3,Buy,07.10.2024 10:07:00,12.53,100.0,07.10.2024 15:30:00,12.32,5h 23m,-21.0,3665.0,0.0,-21.0,3665.0,-2100.0,366500.0,-0.07,12.81,,IS
68,GGBR4,Buy,08.10.2024 10:10:00,18.44,100.0,08.10.2024 15:30:00,18.59,5h 20m,15.0,3680.0,0.0,15.0,3680.0,1500.0,368000.0,0.05,12.86,,IS
174,UNIP6,Sell,10.10.2024 15:03:40,41.56,100.0,10.10.2024 15:32:00,41.57,28m 20s,-1.0,3679.0,0.0,-1.0,3679.0,-100.0,367900.0,-0.0,12.86,,IS
156,CSAN3,Sell,11.10.2024 10:48:40,12.2,100.0,11.10.2024 15:30:00,12.14,4h 41m,6.0,3685.0,0.0,6.0,3685.0,600.0,368500.0,0.02,12.88,,IS
158,CSAN3,Sell,14.10.2024 10:03:00,12.1,100.0,14.10.2024 15:30:00,12.26,5h 27m,-16.0,3669.0,0.0,-16.0,3669.0,-1600.0,366900.0,-0.05,12.83,,IS
34,TAEE11,Sell,15.10.2024 12:00:00,32.88,100.0,15.10.2024 15:30:00,32.88,3h 30m,0.0,3669.0,0.0,0.0,3669.0,0.0,366900.0,0.0,12.83,,IS
160,CSAN3,Sell,15.10.2024 11:01:40,12.11,100.0,15.10.2024 15:30:00,12.13,4h 28m,-2.0,3667.0,0.0,-2.0,3667.0,-200.0,366700.0,-0.01,12.82,,IS
38,WEGE3,Buy,16.10.2024 10:08:00,55.52,100.0,16.10.2024 10:10:40,56.27,2m 40s,75.0,3742.0,0.0,75.0,3742.0,7500.0,374200.0,0.24,13.06,tp 56.27,IS
40,WEGE3,Buy,16.10.2024 10:11:40,55.91,100.0,16.10.2024 14:05:40,56.66,3h 54m,75.0,3817.0,0.0,75.0,3817.0,7500.0,381700.0,0.24,13.31,tp 56.66,IS
94,BBAS3,Sell,16.10.2024 12:32:40,25.25,100.0,16.10.2024 15:30:00,25.25,2h 57m,0.0,3817.0,0.0,0.0,3817.0,0.0,381700.0,0.0,13.31,,IS
162,CSAN3,Sell,16.10.2024 10:03:40,12.1,100.0,16.10.2024 15:30:00,12.11,5h 26m,-1.0,3816.0,0.0,-1.0,3816.0,-100.0,381600.0,-0.0,13.31,,IS
42,WEGE3,Buy,17.10.2024 10:10:20,56.29,100.0,17.10.2024 10:54:40,55.9,44m 20s,-39.0,3777.0,0.0,-39.0,3777.0,-3900.0,377700.0,-0.13,13.18,sl 55.90,IS
32,ITUB4,Sell,17.10.2024 12:06:40,30.35,100.0,17.10.2024 15:30:00,30.21,3h 23m,14.0,3791.0,0.0,14.0,3791.0,1400.0,379100.0,0.05,13.22,,IS
44,WEGE3,Buy,17.10.2024 10:54:40,55.83,100.0,17.10.2024 15:30:00,55.94,4h 35m,11.0,3802.0,0.0,11.0,3802.0,1100.0,380200.0,0.04,13.26,,IS
164,CSAN3,Sell,17.10.2024 10:03:00,11.99,100.0,17.10.2024 15:30:00,11.93,5h 27m,6.0,3808.0,0.0,6.0,3808.0,600.0,380800.0,0.02,13.28,,IS
264,BRKM5,Sell,17.10.2024 10:07:20,18.17,100.0,17.10.2024 15:30:00,18.25,5h 22m,-8.0,3800.0,0.0,-8.0,3800.0,-800.0,380000.0,-0.03,13.25,,IS
34,ITUB4,Sell,18.10.2024 10:02:40,30.31,100.0,18.10.2024 15:30:00,30.27,5h 27m,4.0,3804.0,0.0,4.0,3804.0,400.0,380400.0,0.01,13.27,,IS
166,CSAN3,Sell,18.10.2024 10:03:00,12.01,100.0,18.10.2024 15:30:00,11.84,5h 27m,17.0,3821.0,0.0,17.0,3821.0,1700.0,382100.0,0.06,13.32,,IS
266,BRKM5,Sell,18.10.2024 13:12:40,18.13,100.0,18.10.2024 15:30:30,18.2,2h 17m,-7.0,3814.0,0.0,-7.0,3814.0,-700.0,381400.0,-0.02,13.3,,IS
168,CSAN3,Sell,21.10.2024 10:03:00,11.85,100.0,21.10.2024 15:30:00,11.8,5h 27m,5.0,3819.0,0.0,5.0,3819.0,500.0,381900.0,0.02,13.32,,IS
268,BRKM5,Sell,21.10.2024 11:18:20,18.17,100.0,21.10.2024 15:30:00,18.15,4h 11m,2.0,3821.0,0.0,2.0,3821.0,200.0,382100.0,0.01,13.32,,IS
36,TAEE11,Sell,22.10.2024 10:51:40,32.48,100.0,22.10.2024 15:30:00,32.55,4h 38m,-7.0,3814.0,0.0,-7.0,3814.0,-700.0,381400.0,-0.02,13.3,,IS
46,WEGE3,Buy,22.10.2024 10:03:00,54.32,100.0,22.10.2024 15:30:00,55.24,5h 27m,92.0,3906.0,0.0,92.0,3906.0,9200.0,390600.0,0.3,13.6,,IS
270,BRKM5,Sell,22.10.2024 10:02:00,18.07,100.0,22.10.2024 15:30:00,17.82,5h 28m,25.0,3931.0,0.0,25.0,3931.0,2500.0,393100.0,0.08,13.68,,IS
170,CSAN3,Sell,22.10.2024 10:03:00,11.71,100.0,22.10.2024 15:30:01,11.63,5h 27m,8.0,3939.0,0.0,8.0,3939.0,800.0,393900.0,0.03,13.7,,IS
36,ITUB4,Sell,23.10.2024 10:13:40,30.21,100.0,23.10.2024 15:30:00,30.31,5h 16m,-10.0,3929.0,0.0,-10.0,3929.0,-1000.0,392900.0,-0.03,13.67,,IS
172,CSAN3,Sell,23.10.2024 10:03:00,11.62,100.0,23.10.2024 15:30:00,11.63,5h 27m,-1.0,3928.0,0.0,-1.0,3928.0,-100.0,392800.0,-0.0,13.67,,IS
272,BRKM5,Sell,23.10.2024 10:03:00,17.7,100.0,23.10.2024 15:30:00,17.52,5h 27m,18.0,3946.0,0.0,18.0,3946.0,1800.0,394600.0,0.06,13.73,,IS
16,PETR4,Sell,24.10.2024 10:03:00,31.69,100.0,24.10.2024 15:30:00,31.72,5h 27m,-3.0,3943.0,0.0,-3.0,3943.0,-300.0,394300.0,-0.01,13.72,,IS
96,BBAS3,Sell,24.10.2024 14:35:20,24.97,100.0,24.10.2024 15:30:00,24.9,54m 40s,7.0,3950.0,0.0,7.0,3950.0,700.0,395000.0,0.02,13.74,,IS
174,CSAN3,Sell,24.10.2024 10:03:00,11.77,100.0,24.10.2024 15:30:00,11.72,5h 27m,5.0,3955.0,0.0,5.0,3955.0,500.0,395500.0,0.02,13.76,,IS
274,BRKM5,Sell,24.10.2024 10:10:40,18.07,100.0,24.10.2024 15:30:00,17.38,5h 19m,69.0,4024.0,0.0,69.0,4024.0,6900.0,402400.0,0.22,13.98,,IS
176,UNIP6,Sell,24.10.2024 14:27:00,41.49,100.0,24.10.2024 15:32:30,41.33,1h 5m,16.0,4040.0,0.0,16.0,4040.0,1600.0,404000.0,0.05,14.03,,IS
98,BBAS3,Sell,25.10.2024 10:03:40,24.94,100.0,25.10.2024 14:50:40,24.79,4h 47m,15.0,4055.0,0.0,15.0,4055.0,1500.0,405500.0,0.05,14.08,tp 24.79,IS
176,CSAN3,Sell,25.10.2024 10:03:00,11.86,100.0,25.10.2024 15:30:00,11.79,5h 27m,7.0,4062.0,0.0,7.0,4062.0,700.0,406200.0,0.02,14.1,,IS
276,BRKM5,Sell,25.10.2024 10:03:00,17.43,100.0,25.10.2024 15:30:00,17.37,5h 27m,6.0,4068.0,0.0,6.0,4068.0,600.0,406800.0,0.02,14.12,,IS
178,UNIP6,Sell,25.10.2024 10:51:30,41.46,100.0,25.10.2024 15:31:30,41.7,4h 40m,-24.0,4044.0,0.0,-24.0,4044.0,-2400.0,404400.0,-0.08,14.04,,IS
278,BRKM5,Sell,28.10.2024 10:03:00,17.35,100.0,28.10.2024 10:27:20,17.85,24m 20s,-50.0,3994.0,0.0,-50.0,3994.0,-5000.0,399400.0,-0.16,13.88,sl 17.85,IS
100,BBAS3,Sell,28.10.2024 10:03:00,25.0,100.0,28.10.2024 11:07:40,24.85,1h 4m,15.0,4009.0,0.0,15.0,4009.0,1500.0,400900.0,0.05,13.93,tp 24.85,IS
102,BBAS3,Sell,28.10.2024 11:19:20,24.9,100.0,28.10.2024 15:30:00,24.78,4h 10m,12.0,4021.0,0.0,12.0,4021.0,1200.0,402100.0,0.04,13.97,,IS
178,CSAN3,Sell,28.10.2024 10:04:00,11.81,100.0,28.10.2024 15:30:00,12.18,5h 26m,-37.0,3984.0,0.0,-37.0,3984.0,-3700.0,398400.0,-0.12,13.85,,IS
280,BRKM5,Sell,28.10.2024 10:27:20,17.86,100.0,28.10.2024 15:30:00,17.96,5h 2m,-10.0,3974.0,0.0,-10.0,3974.0,-1000.0,397400.0,-0.03,13.82,,IS
70,PRIO3,Buy,29.10.2024 11:21:40,40.13,100.0,29.10.2024 15:30:00,40.2,4h 8m,7.0,3981.0,0.0,7.0,3981.0,700.0,398100.0,0.02,13.84,,IS
104,BBAS3,Sell,29.10.2024 10:03:00,24.88,100.0,29.10.2024 15:30:00,24.79,5h 27m,9.0,3990.0,0.0,9.0,3990.0,900.0,399000.0,0.03,13.87,,IS
282,BRKM5,Sell,29.10.2024 10:03:00,18.06,100.0,29.10.2024 15:30:01,17.95,5h 27m,11.0,4001.0,0.0,11.0,4001.0,1100.0,400100.0,0.04,13.91,,IS
48,WEGE3,Buy,30.10.2024 10:07:00,54.79,100.0,30.10.2024 10:09:40,53.84,2m 40s,-95.0,3906.0,0.0,-95.0,3906.0,-9500.0,390600.0,-0.31,13.6,sl 53.84,IS
38,TAEE11,Sell,30.10.2024 10:08:40,32.79,100.0,30.10.2024 15:30:00,32.9,5h 21m,-11.0,3895.0,0.0,-11.0,3895.0,-1100.0,389500.0,-0.04,13.56,,IS
50,WEGE3,Buy,30.10.2024 10:09:40,53.81,100.0,30.10.2024 15:30:00,53.23,5h 20m,-58.0,3837.0,0.0,-58.0,3837.0,-5800.0,383700.0,-0.19,13.38,,IS
106,BBAS3,Sell,30.10.2024 10:33:40,24.84,100.0,30.10.2024 15:30:00,24.89,4h 56m,-5.0,3832.0,0.0,-5.0,3832.0,-500.0,383200.0,-0.02,13.36,,IS
284,BRKM5,Sell,30.10.2024 10:02:00,17.99,100.0,30.10.2024 15:30:00,17.78,5h 28m,21.0,3853.0,0.0,21.0,3853.0,2100.0,385300.0,0.07,13.43,,IS
32,RENT3,Sell,31.10.2024 10:03:00,41.52,100.0,31.10.2024 15:30:00,41.09,5h 27m,43.0,3896.0,0.0,43.0,3896.0,4300.0,389600.0,0.14,13.57,,IS
286,BRKM5,Sell,31.10.2024 10:02:00,17.51,100.0,31.10.2024 15:30:00,17.45,5h 28m,6.0,3902.0,0.0,6.0,3902.0,600.0,390200.0,0.02,13.59,,IS
34,RENT3,Sell,01.11.2024 10:03:00,41.6,100.0,01.11.2024 10:27:40,40.5,24m 40s,110.0,4012.0,0.0,110.0,4012.0,11000.0,401200.0,0.36,13.94,tp 40.50,IS
36,RENT3,Sell,01.11.2024 10:27:40,40.44,100.0,01.11.2024 15:30:00,40.04,5h 2m,40.0,4052.0,0.0,40.0,4052.0,4000.0,405200.0,0.13,14.07,,IS
38,ITUB4,Sell,01.11.2024 10:07:00,30.08,100.0,01.11.2024 15:30:00,30.13,5h 23m,-5.0,4047.0,0.0,-5.0,4047.0,-500.0,404700.0,-0.02,14.05,,IS
72,PRIO3,Buy,01.11.2024 14:18:40,39.79,100.0,01.11.2024 15:30:00,39.92,1h 11m,13.0,4060.0,0.0,13.0,4060.0,1300.0,406000.0,0.04,14.1,,IS
180,CSAN3,Sell,01.11.2024 10:20:40,11.74,100.0,01.11.2024 15:30:00,11.51,5h 9m,23.0,4083.0,0.0,23.0,4083.0,2300.0,408300.0,0.07,14.17,,IS
288,BRKM5,Sell,01.11.2024 10:02:00,17.67,100.0,01.11.2024 15:30:00,17.06,5h 28m,61.0,4144.0,0.0,61.0,4144.0,6100.0,414400.0,0.2,14.37,,IS
38,RENT3,Sell,04.11.2024 10:03:00,40.36,100.0,04.11.2024 10:12:40,41.06,9m 40s,-70.0,4074.0,0.0,-70.0,4074.0,-7000.0,407400.0,-0.22,14.14,sl 41.06,IS
180,UNIP6,Sell,04.11.2024 10:05:30,40.4,100.0,04.11.2024 14:50:40,41.53,4h 45m,-113.0,3961.0,0.0,-113.0,3961.0,-11300.0,396100.0,-0.36,13.78,sl 41.53,IS
40,ITUB4,Sell,04.11.2024 10:03:00,30.19,100.0,04.11.2024 15:30:00,30.09,5h 27m,10.0,3971.0,0.0,10.0,3971.0,1000.0,397100.0,0.03,13.81,,IS
40,RENT3,Sell,04.11.2024 10:12:40,41.17,100.0,04.11.2024 15:30:00,41.2,5h 17m,-3.0,3968.0,0.0,-3.0,3968.0,-300.0,396800.0,-0.01,13.8,,IS
108,BBAS3,Sell,04.11.2024 10:10:40,24.82,100.0,04.11.2024 15:30:00,24.72,5h 19m,10.0,3978.0,0.0,10.0,3978.0,1000.0,397800.0,0.03,13.83,,IS
182,CSAN3,Sell,04.11.2024 10:03:00,11.64,100.0,04.11.2024 15:30:00,12.09,5h 27m,-45.0,3933.0,0.0,-45.0,3933.0,-4500.0,393300.0,-0.15,13.69,,IS
290,BRKM5,Sell,04.11.2024 10:07:00,17.35,100.0,04.11.2024 15:30:00,17.08,5h 23m,27.0,3960.0,0.0,27.0,3960.0,2700.0,396000.0,0.09,13.78,,IS
48,EMBR3,Sell,04.11.2024 12:00:00,49.22,100.0,04.11.2024 15:30:30,49.19,3h 30m,3.0,3963.0,0.0,3.0,3963.0,300.0,396300.0,0.01,13.79,,IS
110,BBAS3,Sell,05.11.2024 10:03:00,24.79,100.0,05.11.2024 11:24:40,24.64,1h 21m,15.0,3978.0,0.0,15.0,3978.0,1500.0,397800.0,0.05,13.83,tp 24.64,IS
58,PETR4,Buy,05.11.2024 12:09:40,30.99,100.0,05.11.2024 15:30:00,31.25,3h 20m,26.0,4004.0,0.0,26.0,4004.0,2600.0,400400.0,0.08,13.92,,IS
292,BRKM5,Sell,05.11.2024 10:03:01,17.07,100.0,05.11.2024 15:30:00,17.37,5h 26m,-30.0,3974.0,0.0,-30.0,3974.0,-3000.0,397400.0,-0.1,13.82,,IS
74,PRIO3,Buy,06.11.2024 10:07:00,39.01,100.0,06.11.2024 10:16:40,39.81,9m 40s,80.0,4054.0,0.0,80.0,4054.0,8000.0,405400.0,0.26,14.08,tp 39.81,IS
16,ITSA4,Buy,06.11.2024 10:03:00,9.63,100.0,06.11.2024 15:23:40,9.73,5h 20m,10.0,4064.0,0.0,10.0,4064.0,1000.0,406400.0,0.03,14.11,tp 9.73,IS
18,ITUB4,Buy,06.11.2024 10:03:00,30.84,100.0,06.11.2024 15:30:00,31.2,5h 27m,36.0,4100.0,0.0,36.0,4100.0,3600.0,410000.0,0.12,14.23,,IS
46,CMIG4,Buy,06.11.2024 10:03:00,10.47,100.0,06.11.2024 15:30:00,10.48,5h 27m,1.0,4101.0,0.0,1.0,4101.0,100.0,410100.0,0.0,14.23,,IS
60,PETR4,Buy,06.11.2024 10:03:00,30.99,100.0,06.11.2024 15:30:00,31.27,5h 27m,28.0,4129.0,0.0,28.0,4129.0,2800.0,412900.0,0.09,14.32,,IS
112,BBAS3,Sell,06.11.2024 12:23:40,24.79,100.0,06.11.2024 15:30:00,24.85,3h 6m,-6.0,4123.0,0.0,-6.0,4123.0,-600.0,412300.0,-0.02,14.3,,IS
154,SUZB3,Sell,06.11.2024 10:15:40,59.76,100.0,06.11.2024 15:30:00,58.26,5h 14m,150.0,4273.0,0.0,150.0,4273.0,15000.0,427300.0,0.48,14.78,,IS
294,BRKM5,Sell,06.11.2024 10:03:00,17.68,100.0,06.11.2024 15:30:01,17.51,5h 27m,17.0,4290.0,0.0,17.0,4290.0,1700.0,429000.0,0.05,14.84,,IS
18,ITSA4,Buy,07.11.2024 10:03:00,9.67,100.0,07.11.2024 11:01:40,9.77,58m 40s,10.0,4300.0,0.0,10.0,4300.0,1000.0,430000.0,0.03,14.87,tp 9.77,IS
20,ITSA4,Buy,07.11.2024 11:20:20,9.72,100.0,07.11.2024 15:30:00,9.55,4h 9m,-17.0,4283.0,0.0,-17.0,4283.0,-1700.0,428300.0,-0.05,14.82,,IS
20,ITUB4,Buy,07.11.2024 10:03:00,31.06,100.0,07.11.2024 15:30:00,30.77,5h 27m,-29.0,4254.0,0.0,-29.0,4254.0,-2900.0,425400.0,-0.09,14.72,,IS
296,BRKM5,Sell,07.11.2024 10:07:00,17.68,100.0,07.11.2024 15:30:00,17.06,5h 23m,62.0,4316.0,0.0,62.0,4316.0,6200.0,431600.0,0.2,14.92,,IS
298,BRKM5,Sell,08.11.2024 10:03:00,16.36,100.0,08.11.2024 15:30:00,15.97,5h 27m,39.0,4355.0,0.0,39.0,4355.0,3900.0,435500.0,0.12,15.05,,IS
76,PRIO3,Buy,11.11.2024 10:03:00,38.86,100.0,11.11.2024 15:07:40,39.66,5h 4m,80.0,4435.0,0.0,80.0,4435.0,8000.0,443500.0,0.26,15.3,tp 39.66,IS
184,CSAN3,Sell,11.11.2024 10:17:40,11.53,100.0,11.11.2024 15:30:00,11.64,5h 12m,-11.0,4424.0,0.0,-11.0,4424.0,-1100.0,442400.0,-0.03,15.27,,IS
300,BRKM5,Sell,11.11.2024 10:03:00,15.81,100.0,11.11.2024 15:30:00,15.9,5h 27m,-9.0,4415.0,0.0,-9.0,4415.0,-900.0,441500.0,-0.03,15.24,,IS
48,CMIG4,Buy,12.11.2024 10:03:00,10.51,100.0,12.11.2024 15:30:00,10.39,5h 27m,-12.0,4403.0,0.0,-12.0,4403.0,-1200.0,440300.0,-0.04,15.2,,IS
52,WEGE3,Buy,12.11.2024 10:03:00,54.62,100.0,12.11.2024 15:30:00,54.7,5h 27m,8.0,4411.0,0.0,8.0,4411.0,800.0,441100.0,0.03,15.22,,IS
186,CSAN3,Sell,12.11.2024 10:03:20,11.54,100.0,12.11.2024 15:30:00,11.34,5h 26m,20.0,4431.0,0.0,20.0,4431.0,2000.0,443100.0,0.06,15.29,,IS
302,BRKM5,Sell,12.11.2024 10:03:00,15.78,100.0,12.11.2024 15:30:00,15.56,5h 27m,22.0,4453.0,0.0,22.0,4453.0,2200.0,445300.0,0.07,15.36,,IS
54,WEGE3,Buy,13.11.2024 10:03:00,54.68,100.0,13.11.2024 15:30:00,54.37,5h 27m,-31.0,4422.0,0.0,-31.0,4422.0,-3100.0,442200.0,-0.1,15.26,,IS
70,GGBR4,Buy,13.11.2024 10:03:00,19.0,100.0,13.11.2024 15:30:00,19.12,5h 27m,12.0,4434.0,0.0,12.0,4434.0,1200.0,443400.0,0.04,15.3,,IS
188,CSAN3,Sell,13.11.2024 10:03:00,11.35,100.0,13.11.2024 15:30:00,11.28,5h 27m,7.0,4441.0,0.0,7.0,4441.0,700.0,444100.0,0.02,15.32,,IS
304,BRKM5,Sell,13.11.2024 10:03:00,15.26,100.0,13.11.2024 15:30:00,15.17,5h 27m,9.0,4450.0,0.0,9.0,4450.0,900.0,445000.0,0.03,15.35,,IS
72,GGBR4,Buy,14.11.2024 10:08:00,19.15,100.0,14.11.2024 11:15:40,19.5,1h 7m,35.0,4485.0,0.0,35.0,4485.0,3500.0,448500.0,0.11,15.46,tp 19.50,IS
18,WEGE3,Sell,14.11.2024 10:03:00,54.16,100.0,14.11.2024 15:30:00,53.7,5h 27m,46.0,4531.0,0.0,46.0,4531.0,4600.0,453100.0,0.15,15.61,,IS
40,TAEE11,Sell,14.11.2024 12:00:00,32.82,100.0,14.11.2024 15:30:00,32.71,3h 30m,11.0,4542.0,0.0,11.0,4542.0,1100.0,454200.0,0.03,15.64,,IS
190,CSAN3,Sell,14.11.2024 10:03:00,11.41,100.0,14.11.2024 15:30:00,11.3,5h 27m,11.0,4553.0,0.0,11.0,4553.0,1100.0,455300.0,0.03,15.68,,IS
306,BRKM5,Sell,14.11.2024 10:03:01,15.25,100.0,14.11.2024 15:30:00,15.16,5h 26m,9.0,4562.0,0.0,9.0,4562.0,900.0,456200.0,0.03,15.7,,IS
50,CMIG4,Buy,18.11.2024 12:01:20,10.67,100.0,18.11.2024 15:30:00,10.59,3h 28m,-8.0,4554.0,0.0,-8.0,4554.0,-800.0,455400.0,-0.03,15.68,,IS
74,GGBR4,Buy,18.11.2024 11:18:20,19.26,100.0,18.11.2024 15:30:00,19.34,4h 11m,8.0,4562.0,0.0,8.0,4562.0,800.0,456200.0,0.03,15.7,,IS
192,CSAN3,Sell,18.11.2024 10:07:00,11.4,100.0,18.11.2024 15:30:00,11.16,5h 23m,24.0,4586.0,0.0,24.0,4586.0,2400.0,458600.0,0.08,15.78,,IS
308,BRKM5,Sell,18.11.2024 10:03:00,14.96,100.0,18.11.2024 15:30:00,14.81,5h 27m,15.0,4601.0,0.0,15.0,4601.0,1500.0,460100.0,0.05,15.83,,IS
76,GGBR4,Buy,19.11.2024 10:07:00,19.29,100.0,19.11.2024 15:30:00,19.31,5h 23m,2.0,4603.0,0.0,2.0,4603.0,200.0,460300.0,0.01,15.83,,IS
194,CSAN3,Sell,19.11.2024 10:03:00,11.09,100.0,19.11.2024 15:30:00,11.07,5h 27m,2.0,4605.0,0.0,2.0,4605.0,200.0,460500.0,0.01,15.84,,IS
310,BRKM5,Sell,19.11.2024 10:03:00,14.69,100.0,19.11.2024 15:30:00,14.69,5h 27m,0.0,4605.0,0.0,0.0,4605.0,0.0,460500.0,0.0,15.84,,IS
50,EMBR3,Sell,21.11.2024 11:00:00,54.65,100.0,21.11.2024 11:48:40,55.35,48m 40s,-70.0,4535.0,0.0,-70.0,4535.0,-7000.0,453500.0,-0.22,15.62,sl 55.35,IS
78,GGBR4,Buy,21.11.2024 10:09:00,19.2,100.0,21.11.2024 12:21:00,19.55,2h 12m,35.0,4570.0,0.0,35.0,4570.0,3500.0,457000.0,0.11,15.73,tp 19.55,IS
52,EMBR3,Sell,21.11.2024 11:48:40,55.37,100.0,21.11.2024 15:25:00,56.07,3h 36m,-70.0,4500.0,0.0,-70.0,4500.0,-7000.0,450000.0,-0.22,15.51,sl 56.07,IS
42,TAEE11,Sell,21.11.2024 10:52:40,32.77,100.0,21.11.2024 15:30:00,32.81,4h 37m,-4.0,4496.0,0.0,-4.0,4496.0,-400.0,449600.0,-0.01,15.5,,IS
